"scenario","resource","year","value","lead_times","supply_factor","supply_lead_combined","Units"
"01272026_His_constrSupply_EnR_noTC","copper",2095,34.5997435526271,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","copper",2100,25.7848430532511,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",1975,0.009775007051513,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",1990,0.012369999039029,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2005,0.020300003066177,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2010,0.024400000575048,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2015,0.032199990491484,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2021,0.10688003872354,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2025,0.149515151667311,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2030,0.290686209092714,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2035,0.422146641207257,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2040,0.476563434816957,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2045,0.547614347153434,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2050,0.575788808612739,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2055,0.611367347018967,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2060,0.655865694094208,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2065,0.681188435421619,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2070,0.706089800267506,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2075,0.721427882780466,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2080,0.713631634101321,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2085,0.679924669955329,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2090,0.632749604136359,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2095,0.672660797064128,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","lithium",2100,0.437985881137763,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",1975,0.670705569055022,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",1990,0.97400043069754,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2005,1.45999896397657,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2010,1.70999939634809,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2015,2.10987617093723,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2021,2.73539608279896,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2025,2.76277224824717,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2030,3.19470363818174,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2035,3.47053510590029,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2040,3.69470064796316,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2045,3.97926074131309,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2050,4.28019614821755,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2055,4.56432695564266,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2060,4.81817056102511,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2065,4.9858557201985,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2070,5.10709630492925,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2075,5.17775999193294,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2080,5.19388724620738,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2085,5.11754724267973,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2090,4.81940457021177,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2095,6.32880006242052,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_noTC","nickel",2100,7.57322410854917,"Average lead times","Baseline constrained supply","Average lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",1975,20.018014268371,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",1990,9.32972113681658,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2005,14.9585702290667,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2010,16.0922717462195,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2015,19.2826897038173,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2021,21.6903007206488,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2025,22.8552400265136,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2030,26.7872909308228,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2035,30.2608150409564,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2040,32.9301882750069,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2045,34.872348043171,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2050,35.893588676215,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2055,37.4069392187657,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2060,39.5147578406878,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2065,41.2067182556471,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2070,42.7590506620508,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2075,42.3700573018584,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2080,40.4606259709524,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2085,37.7782028998274,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2090,34.9046056703043,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2095,31.3802048207109,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","copper",2100,27.9125267037846,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",1975,0.009775007051513,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",1990,0.012369999039029,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2005,0.020300003066177,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2010,0.024400000575048,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2015,0.032199990491484,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2021,0.10688003872354,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
"01272026_His_constrSupply_EnR_shortLT_noTC","lithium",2025,0.149808942692967,"Short lead times","Baseline constrained supply","Short lead times Baseline constrained supply","Mt/yr"
